,users,users_received_1,campaign_type_1,opened_1,camp_volume_1,users_received_8,campaign_type_8,opened_8,camp_volume_8,users_received_16,campaign_type_16,opened_16,camp_volume_16,disc1_pre_3days,disc1_pre_6day,disc1_pre_14dat,disc2_pre_4days,disc2_pre_7day,disc2_pre_14day,disc3_pre_1day,disc4_pre_2day,disc5_pre_1day,disc5_pre_13day,products_pre_3days,products_pre_7day,products_pre_14day,new_users_pre_3days,new_users_pre_7day,new_users_pre_14day,volume_pre_3days,volume_pre_7day,volume_pre_14day,full_revenue_pre_3days,full_revenue_pre_7day,full_revenue_pre_14day,year,month
1568,19.0,101.0,37.0,75.0,128.0,358.0,25.0,80.0,380.0,1408.0,32.0,267.0,1446.0,17.0,4.0,2.0,30.0,15.0,11.0,1.0,0.0,0.0,0.0,34.0,15.0,9.0,10.0,7.0,5.0,51.0,24.0,16.0,188100.0,77300.0,49200.0,2019,10
1569,11.0,2185.0,33.0,454.0,2439.0,1655.0,28.0,355.0,1688.0,74.0,45.0,69.0,111.0,20.0,2.0,1.0,38.0,4.0,5.0,11.0,0.0,0.0,0.0,41.0,9.0,8.0,11.0,3.0,4.0,62.0,10.0,9.0,226800.0,33100.0,29500.0,2019,11
1570,7.0,815.0,30.0,248.0,854.0,158.0,24.0,49.0,183.0,2140.0,44.0,451.0,2204.0,17.0,2.0,0.0,37.0,4.0,1.0,5.0,0.0,0.0,0.0,39.0,5.0,3.0,10.0,0.0,1.0,60.0,7.0,3.0,195100.0,19400.0,8000.0,2019,11
1571,10.0,52.0,21.0,45.0,59.0,29.0,21.0,27.0,35.0,50.0,22.0,31.0,65.0,14.0,5.0,3.0,29.0,3.0,5.0,1.0,0.0,0.0,0.0,36.0,6.0,7.0,9.0,1.0,8.0,55.0,6.0,12.0,178900.0,32700.0,38100.0,2019,11
1572,12.0,154.0,31.0,78.0,175.0,154.0,25.0,47.0,158.0,35.0,17.0,27.0,49.0,10.0,5.0,7.0,31.0,11.0,14.0,3.0,0.0,0.0,0.0,31.0,10.0,16.0,7.0,4.0,4.0,39.0,19.0,24.0,129200.0,58200.0,78700.0,2019,11
1573,11.0,2143.0,57.0,430.0,2311.0,109.0,29.0,70.0,142.0,136.0,25.0,48.0,148.0,8.0,7.0,2.0,35.0,11.0,6.0,3.0,0.0,0.0,0.0,31.0,13.0,6.0,7.0,4.0,1.0,40.0,19.0,8.0,129500.0,86600.0,26200.0,2019,11
1574,8.0,478.0,27.0,166.0,503.0,2157.0,29.0,406.0,2283.0,466.0,28.0,151.0,493.0,8.0,8.0,9.0,34.0,5.0,9.0,4.0,0.0,0.0,0.0,36.0,11.0,17.0,10.0,2.0,3.0,49.0,13.0,22.0,156200.0,43300.0,71000.0,2019,11
1575,13.0,127.0,32.0,74.0,144.0,101.0,37.0,75.0,128.0,2157.0,23.0,470.0,2179.0,7.0,2.0,6.0,39.0,11.0,15.0,1.0,0.0,0.0,0.0,31.0,17.0,15.0,9.0,5.0,7.0,47.0,30.0,24.0,142800.0,96900.0,77300.0,2019,11
1576,8.0,1699.0,38.0,396.0,1769.0,2185.0,33.0,454.0,2439.0,358.0,25.0,80.0,380.0,12.0,4.0,4.0,47.0,10.0,4.0,2.0,0.0,0.0,0.0,31.0,11.0,9.0,13.0,3.0,3.0,51.0,17.0,10.0,152400.0,54900.0,33100.0,2019,11
1577,7.0,660.0,29.0,137.0,697.0,815.0,30.0,248.0,854.0,1655.0,28.0,355.0,1688.0,10.0,4.0,2.0,39.0,3.0,4.0,3.0,0.0,0.0,0.0,28.0,8.0,5.0,12.0,1.0,0.0,46.0,8.0,7.0,134600.0,27100.0,19400.0,2019,11
1578,6.0,44.0,14.0,38.0,51.0,52.0,21.0,45.0,59.0,158.0,24.0,49.0,183.0,10.0,0.0,2.0,38.0,7.0,3.0,3.0,0.0,0.0,0.0,31.0,12.0,6.0,13.0,3.0,1.0,48.0,14.0,6.0,141900.0,47200.0,32700.0,2019,11
1579,23.0,156.0,18.0,57.0,159.0,154.0,31.0,78.0,175.0,29.0,21.0,27.0,35.0,6.0,4.0,5.0,35.0,15.0,11.0,3.0,0.0,0.0,0.0,29.0,11.0,10.0,9.0,3.0,4.0,35.0,18.0,19.0,105800.0,55200.0,58200.0,2019,11
1580,13.0,1448.0,28.0,311.0,1487.0,2143.0,57.0,430.0,2311.0,154.0,25.0,47.0,158.0,11.0,3.0,5.0,34.0,9.0,11.0,3.0,0.0,0.0,0.0,37.0,13.0,13.0,6.0,4.0,4.0,48.0,17.0,19.0,163900.0,53800.0,86600.0,2019,11
1581,17.0,2197.0,20.0,482.0,2225.0,478.0,27.0,166.0,503.0,109.0,29.0,70.0,142.0,13.0,5.0,7.0,37.0,8.0,5.0,11.0,1.0,0.0,0.0,47.0,7.0,11.0,14.0,2.0,2.0,60.0,12.0,13.0,216900.0,33800.0,43300.0,2019,11
1582,16.0,756.0,29.0,212.0,795.0,127.0,32.0,74.0,144.0,2157.0,29.0,406.0,2283.0,17.0,2.0,8.0,42.0,15.0,11.0,4.0,0.0,0.0,0.0,55.0,11.0,17.0,15.0,7.0,5.0,73.0,22.0,30.0,256900.0,64800.0,96900.0,2019,11
1583,9.0,1723.0,22.0,363.0,1741.0,1699.0,38.0,396.0,1769.0,101.0,37.0,75.0,128.0,18.0,3.0,2.0,48.0,7.0,10.0,1.0,0.0,0.0,0.0,54.0,10.0,11.0,17.0,3.0,3.0,68.0,12.0,17.0,232995.0,36000.0,54900.0,2019,11
1584,3.0,78.0,21.0,46.0,92.0,660.0,29.0,137.0,697.0,2185.0,33.0,454.0,2439.0,15.0,1.0,4.0,43.0,8.0,3.0,7.0,0.0,0.0,0.0,46.0,10.0,8.0,12.0,3.0,1.0,60.0,14.0,8.0,191095.0,41100.0,27100.0,2019,11
1585,5.0,39.0,14.0,26.0,42.0,44.0,14.0,38.0,51.0,815.0,30.0,248.0,854.0,11.0,7.0,4.0,35.0,5.0,7.0,0.0,0.0,0.0,0.0,31.0,9.0,12.0,8.0,3.0,3.0,41.0,9.0,14.0,131895.0,28700.0,47200.0,2019,11
1586,13.0,147.0,23.0,53.0,151.0,156.0,18.0,57.0,159.0,52.0,21.0,45.0,59.0,5.0,5.0,0.0,27.0,14.0,15.0,1.0,0.0,0.0,0.0,22.0,18.0,11.0,9.0,0.0,3.0,29.0,25.0,18.0,87700.0,94100.0,55200.0,2019,11
1587,13.0,328.0,22.0,92.0,342.0,1448.0,28.0,311.0,1487.0,154.0,31.0,78.0,175.0,10.0,5.0,4.0,24.0,10.0,9.0,0.0,0.0,0.0,0.0,22.0,20.0,13.0,5.0,11.0,4.0,26.0,26.0,17.0,101900.0,94100.0,53800.0,2019,11
1588,15.0,2079.0,26.0,519.0,2230.0,2197.0,20.0,482.0,2225.0,2143.0,57.0,430.0,2311.0,18.0,8.0,3.0,21.0,13.0,8.0,5.0,0.0,0.0,0.0,35.0,17.0,7.0,9.0,4.0,2.0,43.0,22.0,12.0,173000.0,68700.0,33800.0,2019,11
1589,9.0,1166.0,27.0,251.0,1209.0,756.0,29.0,212.0,795.0,478.0,27.0,166.0,503.0,22.0,2.0,5.0,32.0,11.0,15.0,5.0,0.0,0.0,0.0,44.0,17.0,11.0,11.0,2.0,7.0,59.0,20.0,22.0,227200.0,70195.0,64800.0,2019,11
1590,5.0,1681.0,24.0,381.0,1705.0,1723.0,22.0,363.0,1741.0,127.0,32.0,74.0,144.0,20.0,1.0,2.0,34.0,9.0,7.0,2.0,0.0,0.0,0.0,42.0,12.0,10.0,11.0,6.0,3.0,58.0,18.0,12.0,212000.0,52200.0,36000.0,2019,11
1591,4.0,233.0,25.0,99.0,245.0,78.0,21.0,46.0,92.0,1699.0,38.0,396.0,1769.0,15.0,2.0,3.0,31.0,2.0,8.0,2.0,0.0,0.0,0.0,32.0,2.0,10.0,10.0,0.0,3.0,49.0,3.0,14.0,161800.0,9500.0,41100.0,2019,11
1592,9.0,47.0,17.0,32.0,53.0,39.0,14.0,26.0,42.0,660.0,29.0,137.0,697.0,11.0,7.0,1.0,28.0,5.0,5.0,3.0,0.0,0.0,0.0,22.0,8.0,9.0,9.0,3.0,3.0,33.0,8.0,9.0,106200.0,26000.0,28700.0,2019,11
1593,10.0,158.0,23.0,61.0,168.0,147.0,23.0,53.0,151.0,44.0,14.0,38.0,51.0,7.0,9.0,7.0,24.0,8.0,14.0,8.0,0.0,0.0,0.0,25.0,12.0,18.0,14.0,2.0,0.0,37.0,15.0,25.0,115100.0,66400.0,94100.0,2019,11
1594,13.0,2342.0,34.0,521.0,2528.0,328.0,22.0,92.0,342.0,156.0,18.0,57.0,159.0,7.0,6.0,5.0,32.0,6.0,10.0,13.0,0.0,0.0,0.0,35.0,15.0,20.0,23.0,4.0,11.0,58.0,20.0,26.0,195400.0,80600.0,94100.0,2019,11
1595,14.0,486.0,26.0,154.0,533.0,2079.0,26.0,519.0,2230.0,1448.0,28.0,311.0,1487.0,9.0,5.0,5.0,37.0,13.0,13.0,5.0,0.0,1.0,0.0,45.0,17.0,17.0,22.0,5.0,4.0,70.0,24.0,22.0,267200.0,80200.0,68700.0,2019,11
1596,20.0,119.0,25.0,59.0,141.0,1166.0,27.0,251.0,1209.0,2197.0,20.0,482.0,2225.0,15.0,4.0,8.0,45.0,7.0,11.0,1.0,0.0,0.0,0.0,43.0,10.0,17.0,20.0,2.0,2.0,71.0,14.0,20.0,265900.0,51200.0,70195.0,2019,11
1597,29.0,2075.0,28.0,494.0,2146.0,1681.0,24.0,381.0,1705.0,756.0,29.0,212.0,795.0,17.0,2.0,2.0,57.0,5.0,9.0,5.0,0.0,0.0,0.0,48.0,5.0,12.0,15.0,3.0,6.0,72.0,11.0,18.0,273700.0,30400.0,52200.0,2019,11
1598,7.0,2323.0,41.0,457.0,2570.0,233.0,25.0,99.0,245.0,1723.0,22.0,363.0,1741.0,16.0,1.0,1.0,74.0,3.0,2.0,10.0,1.0,0.0,0.0,53.0,7.0,2.0,17.0,4.0,0.0,98.0,8.0,3.0,355600.0,24600.0,9500.0,2019,11
1599,11.0,63.0,22.0,29.0,77.0,47.0,17.0,32.0,53.0,78.0,21.0,46.0,92.0,11.0,4.0,2.0,69.0,9.0,5.0,1.0,1.0,0.0,0.0,48.0,13.0,8.0,13.0,7.0,3.0,87.0,18.0,8.0,326700.0,60100.0,26000.0,2019,12
1600,32.0,1878.0,26.0,230.0,1910.0,158.0,23.0,61.0,168.0,39.0,14.0,26.0,42.0,7.0,4.0,7.0,73.0,15.0,8.0,6.0,0.0,0.0,0.0,44.0,15.0,12.0,14.0,12.0,2.0,77.0,32.0,15.0,294600.0,110700.0,66400.0,2019,12
1601,37.0,2391.0,40.0,489.0,2618.0,2342.0,34.0,521.0,2528.0,147.0,23.0,53.0,151.0,6.0,7.0,9.0,78.0,10.0,6.0,17.0,0.0,0.0,0.0,50.0,17.0,15.0,19.0,3.0,4.0,76.0,20.0,20.0,279600.0,96400.0,80600.0,2019,12
1602,11.0,2180.0,32.0,514.0,2273.0,486.0,26.0,154.0,533.0,328.0,22.0,92.0,342.0,10.0,6.0,6.0,81.0,11.0,13.0,11.0,0.0,0.0,0.0,66.0,11.0,17.0,26.0,5.0,5.0,120.0,19.0,24.0,432700.0,58800.0,80200.0,2019,12
1603,12.0,165.0,26.0,89.0,180.0,119.0,25.0,59.0,141.0,2079.0,26.0,519.0,2230.0,14.0,3.0,5.0,84.0,21.0,7.0,1.0,0.0,0.0,0.0,62.0,20.0,10.0,22.0,7.0,2.0,112.0,33.0,14.0,399000.0,118500.0,51200.0,2019,12
1604,14.0,1750.0,29.0,371.0,1791.0,2075.0,28.0,494.0,2146.0,1166.0,27.0,251.0,1209.0,16.0,2.0,4.0,81.0,32.0,5.0,7.0,0.0,0.0,0.0,47.0,22.0,5.0,20.0,5.0,3.0,90.0,46.0,11.0,315200.0,178300.0,30400.0,2019,12
1605,6.0,78.0,19.0,54.0,93.0,2323.0,41.0,457.0,2570.0,1681.0,24.0,381.0,1705.0,17.0,2.0,2.0,67.0,5.0,3.0,7.0,0.0,0.0,0.0,40.0,6.0,7.0,19.0,1.0,4.0,64.0,8.0,8.0,214100.0,29900.0,24600.0,2019,12
1606,9.0,46.0,18.0,30.0,51.0,63.0,22.0,29.0,77.0,233.0,25.0,99.0,245.0,14.0,2.0,1.0,37.0,15.0,9.0,2.0,0.0,0.0,0.0,35.0,16.0,13.0,18.0,8.0,7.0,59.0,23.0,18.0,196300.0,86400.0,60100.0,2019,12
1607,34.0,1789.0,24.0,424.0,1796.0,1878.0,26.0,230.0,1910.0,47.0,17.0,32.0,53.0,15.0,6.0,4.0,34.0,26.0,15.0,3.0,0.0,0.0,1.0,32.0,28.0,15.0,12.0,10.0,12.0,49.0,45.0,32.0,162700.0,163300.0,110700.0,2019,12
1608,20.0,2341.0,34.0,630.0,2394.0,2391.0,40.0,489.0,2618.0,158.0,23.0,61.0,168.0,15.0,6.0,4.0,48.0,35.0,10.0,26.0,0.0,0.0,0.0,47.0,22.0,17.0,15.0,8.0,3.0,82.0,52.0,20.0,272295.0,183000.0,96400.0,2019,12
1609,19.0,160.0,30.0,83.0,181.0,2180.0,32.0,514.0,2273.0,2342.0,34.0,521.0,2528.0,19.0,4.0,7.0,51.0,8.0,11.0,11.0,0.0,0.0,0.0,64.0,12.0,11.0,22.0,4.0,5.0,105.0,15.0,19.0,362095.0,52700.0,58800.0,2019,12
1610,15.0,1724.0,26.0,375.0,1757.0,165.0,26.0,89.0,180.0,486.0,26.0,154.0,533.0,18.0,7.0,6.0,66.0,12.0,21.0,9.0,0.0,0.0,0.0,75.0,13.0,20.0,26.0,8.0,7.0,126.0,23.0,33.0,439895.0,79500.0,118500.0,2019,12
1611,16.0,858.0,29.0,134.0,898.0,1750.0,29.0,371.0,1791.0,119.0,25.0,59.0,141.0,13.0,3.0,3.0,73.0,12.0,32.0,3.0,1.0,1.0,0.0,56.0,15.0,22.0,18.0,7.0,5.0,85.0,26.0,46.0,307600.0,81900.0,178300.0,2019,12
1612,11.0,91.0,22.0,67.0,114.0,78.0,19.0,54.0,93.0,2075.0,28.0,494.0,2146.0,14.0,5.0,2.0,58.0,5.0,5.0,4.0,0.0,0.0,0.0,49.0,7.0,6.0,12.0,3.0,1.0,75.0,10.0,8.0,262100.0,34900.0,29900.0,2019,12
1613,10.0,87.0,20.0,47.0,99.0,46.0,18.0,30.0,51.0,2323.0,41.0,457.0,2570.0,14.0,7.0,2.0,54.0,5.0,15.0,2.0,0.0,0.0,0.0,40.0,10.0,16.0,10.0,2.0,8.0,58.0,13.0,23.0,216800.0,45900.0,86400.0,2019,12
1614,32.0,1805.0,25.0,401.0,1840.0,1789.0,24.0,424.0,1796.0,63.0,22.0,29.0,77.0,16.0,7.0,2.0,45.0,26.0,26.0,1.0,0.0,0.0,0.0,43.0,30.0,28.0,12.0,10.0,10.0,56.0,59.0,45.0,228300.0,191495.0,163300.0,2019,12
1615,32.0,2318.0,31.0,559.0,2371.0,2341.0,34.0,630.0,2394.0,1878.0,26.0,230.0,1910.0,15.0,4.0,6.0,57.0,15.0,35.0,15.0,0.0,0.0,0.0,52.0,24.0,22.0,16.0,10.0,8.0,79.0,33.0,52.0,306700.0,124700.0,183000.0,2019,12
1616,30.0,2349.0,41.0,463.0,2396.0,160.0,30.0,83.0,181.0,2391.0,40.0,489.0,2618.0,19.0,2.0,6.0,76.0,20.0,8.0,10.0,0.0,0.0,0.0,68.0,21.0,12.0,20.0,6.0,4.0,110.0,34.0,15.0,442600.0,123700.0,52700.0,2019,12
1617,25.0,2337.0,31.0,1030.0,4549.0,1724.0,26.0,375.0,1757.0,2180.0,32.0,514.0,2273.0,25.0,8.0,4.0,95.0,12.0,12.0,9.0,0.0,0.0,0.0,88.0,11.0,13.0,26.0,2.0,8.0,144.0,18.0,23.0,576295.0,59200.0,79500.0,2019,12
1618,22.0,2344.0,27.0,526.0,2420.0,858.0,29.0,134.0,898.0,165.0,26.0,89.0,180.0,25.0,4.0,7.0,106.0,11.0,12.0,5.0,1.0,0.0,0.0,81.0,17.0,15.0,21.0,4.0,7.0,132.0,23.0,26.0,573995.0,79200.0,81900.0,2019,12
1619,9.0,2250.0,13.0,489.0,2458.0,91.0,22.0,67.0,114.0,1750.0,29.0,371.0,1791.0,24.0,4.0,3.0,105.0,11.0,5.0,3.0,0.0,0.0,0.0,71.0,12.0,7.0,19.0,4.0,3.0,117.0,17.0,10.0,493490.0,78400.0,34900.0,2019,12
1620,5.0,174.0,13.0,39.0,192.0,87.0,20.0,47.0,99.0,78.0,19.0,54.0,93.0,16.0,7.0,5.0,83.0,11.0,5.0,0.0,0.0,0.0,0.0,47.0,14.0,10.0,10.0,4.0,2.0,77.0,16.0,13.0,333495.0,70700.0,45900.0,2019,12
1621,2.0,122.0,13.0,41.0,125.0,1805.0,25.0,401.0,1840.0,46.0,18.0,30.0,51.0,10.0,8.0,7.0,59.0,24.0,26.0,0.0,0.0,0.0,0.0,35.0,26.0,30.0,8.0,8.0,10.0,50.0,46.0,59.0,205495.0,157600.0,191495.0,2019,12
1622,1.0,28.0,12.0,18.0,30.0,2318.0,31.0,559.0,2371.0,1789.0,24.0,424.0,1796.0,4.0,10.0,7.0,38.0,30.0,15.0,0.0,0.0,0.0,0.0,19.0,28.0,24.0,2.0,8.0,10.0,19.0,48.0,33.0,80600.0,214300.0,124700.0,2019,12
1623,3.0,3.0,3.0,3.0,3.0,2337.0,31.0,1030.0,4549.0,160.0,30.0,83.0,181.0,3.0,7.0,4.0,16.0,30.0,20.0,0.0,0.0,0.0,1.0,11.0,34.0,21.0,2.0,10.0,6.0,11.0,50.0,34.0,43000.0,204395.0,123700.0,2019,12
1624,7.0,2390.0,13.0,457.0,2576.0,2344.0,27.0,526.0,2420.0,1724.0,26.0,375.0,1757.0,3.0,7.0,2.0,10.0,22.0,12.0,0.0,0.0,0.0,0.0,5.0,19.0,11.0,1.0,3.0,2.0,7.0,34.0,18.0,22300.0,155300.0,59200.0,2019,12
1625,3.0,36.0,6.0,28.0,39.0,2250.0,13.0,489.0,2458.0,858.0,29.0,134.0,898.0,4.0,2.0,8.0,11.0,23.0,11.0,1.0,0.0,0.0,0.0,11.0,18.0,17.0,3.0,6.0,4.0,15.0,33.0,23.0,44900.0,133795.0,79200.0,2019,12
1626,8.0,38.0,8.0,26.0,39.0,174.0,13.0,39.0,192.0,91.0,22.0,67.0,114.0,5.0,1.0,4.0,13.0,8.0,11.0,2.0,0.0,0.0,0.0,14.0,10.0,12.0,4.0,1.0,4.0,20.0,10.0,17.0,58100.0,44400.0,78400.0,2019,12
1627,14.0,39.0,8.0,21.0,40.0,122.0,13.0,41.0,125.0,87.0,20.0,47.0,99.0,8.0,1.0,4.0,19.0,6.0,11.0,0.0,0.0,0.0,0.0,18.0,7.0,14.0,5.0,1.0,4.0,28.0,7.0,16.0,104600.0,27300.0,70700.0,2019,12
1628,6.0,2308.0,11.0,430.0,2337.0,28.0,12.0,18.0,30.0,1805.0,25.0,401.0,1840.0,11.0,1.0,7.0,26.0,1.0,24.0,4.0,0.0,0.0,0.0,21.0,2.0,26.0,7.0,0.0,8.0,37.0,2.0,46.0,135600.0,8900.0,157600.0,2019,12
1629,8.0,219.0,15.0,47.0,237.0,10.0,6.0,7.0,10.0,2318.0,31.0,559.0,2371.0,10.0,1.0,8.0,25.0,1.0,30.0,0.0,1.0,0.0,0.0,20.0,2.0,28.0,6.0,1.0,8.0,37.0,2.0,48.0,140000.0,6800.0,214300.0,2020,1
1630,27.0,74.0,22.0,31.0,77.0,3.0,3.0,3.0,3.0,2349.0,41.0,463.0,2396.0,12.0,2.0,10.0,25.0,2.0,30.0,3.0,0.0,0.0,0.0,22.0,1.0,34.0,8.0,0.0,10.0,38.0,3.0,50.0,120900.0,6600.0,204395.0,2020,1
1631,12.0,2420.0,29.0,578.0,2464.0,2390.0,13.0,457.0,2576.0,2337.0,31.0,1030.0,4549.0,13.0,2.0,7.0,37.0,7.0,22.0,17.0,0.0,0.0,0.0,31.0,8.0,19.0,10.0,2.0,3.0,61.0,10.0,34.0,184700.0,31500.0,155300.0,2020,1
1632,3.0,71.0,17.0,50.0,77.0,36.0,6.0,28.0,39.0,2344.0,27.0,526.0,2420.0,13.0,4.0,7.0,38.0,3.0,23.0,1.0,0.0,0.0,0.0,36.0,5.0,18.0,9.0,2.0,6.0,66.0,7.0,33.0,196900.0,20000.0,133795.0,2020,1
1633,3.0,43.0,17.0,22.0,47.0,38.0,8.0,26.0,39.0,2250.0,13.0,489.0,2458.0,7.0,5.0,2.0,35.0,7.0,8.0,2.0,0.0,0.0,0.0,33.0,5.0,10.0,8.0,1.0,1.0,59.0,11.0,10.0,178800.0,53100.0,44400.0,2020,1
1634,14.0,105.0,21.0,38.0,108.0,39.0,8.0,21.0,40.0,174.0,13.0,39.0,192.0,4.0,1.0,1.0,38.0,9.0,6.0,1.0,0.0,0.0,0.0,19.0,11.0,7.0,8.0,4.0,1.0,27.0,19.0,7.0,82100.0,62500.0,27300.0,2020,1
1635,15.0,785.0,26.0,164.0,878.0,2308.0,11.0,430.0,2337.0,122.0,13.0,41.0,125.0,8.0,6.0,1.0,30.0,6.0,1.0,2.0,0.0,0.0,0.0,21.0,4.0,2.0,11.0,1.0,0.0,33.0,7.0,2.0,121700.0,24400.0,8900.0,2020,1
1636,14.0,1801.0,19.0,392.0,1831.0,219.0,15.0,47.0,237.0,28.0,12.0,18.0,30.0,10.0,6.0,1.0,40.0,3.0,1.0,1.0,0.0,0.0,0.0,32.0,7.0,2.0,14.0,3.0,1.0,51.0,12.0,2.0,184600.0,34000.0,6800.0,2020,1
1637,19.0,202.0,28.0,86.0,223.0,74.0,22.0,31.0,77.0,10.0,6.0,7.0,10.0,13.0,1.0,1.0,54.0,19.0,2.0,1.0,0.0,0.0,0.0,42.0,20.0,1.0,14.0,6.0,0.0,65.0,42.0,3.0,236100.0,126300.0,6600.0,2020,1
1638,12.0,1802.0,21.0,396.0,1838.0,2420.0,29.0,578.0,2464.0,3.0,3.0,3.0,3.0,13.0,0.0,2.0,60.0,10.0,7.0,2.0,0.0,0.0,0.0,42.0,9.0,8.0,11.0,0.0,2.0,66.0,12.0,10.0,219895.0,36600.0,31500.0,2020,1
1639,1.0,70.0,19.0,46.0,83.0,71.0,17.0,50.0,77.0,2390.0,13.0,457.0,2576.0,13.0,3.0,2.0,60.0,3.0,3.0,2.0,0.0,0.0,0.0,33.0,4.0,5.0,9.0,2.0,2.0,58.0,5.0,7.0,184295.0,15900.0,20000.0,2020,1
1640,9.0,61.0,19.0,34.0,67.0,43.0,17.0,22.0,47.0,36.0,6.0,28.0,39.0,10.0,5.0,4.0,41.0,6.0,7.0,2.0,0.0,0.0,0.0,23.0,6.0,5.0,8.0,6.0,1.0,40.0,10.0,11.0,122695.0,29600.0,53100.0,2020,1
1641,12.0,164.0,26.0,61.0,175.0,105.0,21.0,38.0,108.0,38.0,8.0,26.0,39.0,7.0,2.0,5.0,31.0,11.0,9.0,2.0,0.0,0.0,0.0,19.0,11.0,11.0,9.0,3.0,4.0,32.0,18.0,19.0,95700.0,76200.0,62500.0,2020,1
1642,18.0,1294.0,24.0,244.0,1328.0,785.0,26.0,164.0,878.0,39.0,8.0,21.0,40.0,6.0,6.0,1.0,28.0,20.0,6.0,5.0,0.0,0.0,0.0,25.0,15.0,4.0,9.0,5.0,1.0,32.0,23.0,7.0,99300.0,78800.0,24400.0,2020,1
1643,8.0,2412.0,27.0,563.0,2448.0,1801.0,19.0,392.0,1831.0,2308.0,11.0,430.0,2337.0,8.0,5.0,6.0,32.0,17.0,3.0,3.0,0.0,0.0,0.0,33.0,16.0,7.0,7.0,6.0,3.0,49.0,24.0,12.0,154900.0,81100.0,34000.0,2020,1
1644,14.0,100.0,27.0,57.0,109.0,202.0,28.0,86.0,223.0,219.0,15.0,47.0,237.0,10.0,2.0,6.0,38.0,12.0,19.0,1.0,0.0,0.0,0.0,36.0,11.0,20.0,8.0,0.0,6.0,50.0,19.0,42.0,164000.0,59995.0,126300.0,2020,1
1645,12.0,1866.0,22.0,387.0,1900.0,1802.0,21.0,396.0,1838.0,74.0,22.0,31.0,77.0,14.0,3.0,1.0,42.0,11.0,10.0,3.0,0.0,0.0,0.0,36.0,6.0,9.0,9.0,3.0,0.0,54.0,15.0,12.0,187900.0,43200.0,36600.0,2020,1
1646,5.0,62.0,17.0,42.0,72.0,70.0,19.0,46.0,83.0,2420.0,29.0,578.0,2464.0,16.0,2.0,0.0,40.0,1.0,3.0,1.0,0.0,0.0,0.0,31.0,6.0,4.0,8.0,5.0,2.0,46.0,6.0,5.0,159300.0,19500.0,15900.0,2020,1
1647,6.0,48.0,14.0,28.0,49.0,61.0,19.0,34.0,67.0,71.0,17.0,50.0,77.0,13.0,1.0,3.0,28.0,7.0,6.0,2.0,0.0,0.0,0.0,26.0,7.0,6.0,7.0,1.0,6.0,40.0,11.0,10.0,135500.0,33000.0,29600.0,2020,1
1648,23.0,174.0,21.0,61.0,175.0,164.0,26.0,61.0,175.0,43.0,17.0,22.0,47.0,12.0,5.0,5.0,24.0,9.0,11.0,1.0,0.0,0.0,0.0,20.0,12.0,11.0,5.0,3.0,3.0,29.0,15.0,18.0,88000.0,46800.0,76200.0,2020,1
1649,17.0,2490.0,30.0,503.0,2696.0,1294.0,24.0,244.0,1328.0,105.0,21.0,38.0,108.0,9.0,4.0,2.0,35.0,15.0,20.0,4.0,0.0,0.0,0.0,30.0,14.0,15.0,7.0,3.0,5.0,44.0,23.0,23.0,143700.0,75100.0,78800.0,2020,1
1650,8.0,71.0,19.0,56.0,96.0,2412.0,27.0,563.0,2448.0,785.0,26.0,164.0,878.0,16.0,5.0,6.0,41.0,7.0,17.0,2.0,0.0,0.0,0.0,37.0,10.0,16.0,10.0,2.0,6.0,61.0,12.0,24.0,197300.0,42100.0,81100.0,2020,1
1651,12.0,166.0,25.0,80.0,181.0,100.0,27.0,57.0,109.0,1801.0,19.0,392.0,1831.0,20.0,7.0,5.0,44.0,11.0,12.0,2.0,0.0,0.0,0.0,44.0,12.0,11.0,14.0,4.0,0.0,69.0,19.0,19.0,229200.0,70700.0,59995.0,2020,1
1652,12.0,1819.0,23.0,361.0,1852.0,1866.0,22.0,387.0,1900.0,202.0,28.0,86.0,223.0,20.0,1.0,2.0,51.0,7.0,11.0,6.0,0.0,0.0,0.0,38.0,9.0,6.0,17.0,2.0,3.0,59.0,15.0,15.0,189800.0,46500.0,43200.0,2020,1
1653,5.0,53.0,15.0,48.0,65.0,62.0,17.0,42.0,72.0,1802.0,21.0,396.0,1838.0,22.0,4.0,3.0,34.0,3.0,1.0,0.0,0.0,1.0,0.0,36.0,5.0,6.0,16.0,1.0,5.0,52.0,6.0,6.0,172800.0,18300.0,19500.0,2020,1
1654,9.0,45.0,17.0,34.0,51.0,48.0,14.0,28.0,49.0,70.0,19.0,46.0,83.0,16.0,4.0,2.0,24.0,3.0,7.0,2.0,0.0,0.0,0.0,28.0,6.0,7.0,12.0,2.0,1.0,44.0,8.0,11.0,142700.0,23200.0,33000.0,2020,1
1655,15.0,1386.0,22.0,289.0,1402.0,174.0,21.0,61.0,175.0,61.0,19.0,34.0,67.0,19.0,8.0,1.0,25.0,22.0,9.0,1.0,1.0,0.0,0.0,27.0,19.0,12.0,9.0,4.0,3.0,39.0,30.0,15.0,132600.0,102200.0,46800.0,2020,1
1656,10.0,1322.0,26.0,249.0,1425.0,2490.0,30.0,503.0,2696.0,164.0,26.0,61.0,175.0,14.0,8.0,5.0,26.0,13.0,15.0,3.0,0.0,0.0,0.0,30.0,12.0,14.0,9.0,4.0,3.0,42.0,23.0,23.0,139800.0,71900.0,75100.0,2020,1
